sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visiblity,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_main_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty-inc,enable_qty_increments,is_decimal_divided,website_id,defered_stock_update,use_config_defered_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus,product_img
#00740818,,,,,,MAKE-UP FOR YOU® 32pcs Professional Cosmetic Black Rod Makeup Brushes Set Kit with Black Bag  ,"Brush Hair Material:, Pony,Material:, Pony Brush",,,,,"
				Rs720
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li2.rightinthebox.com/images/384x384/201707/dved1500624785345.jpg
#05600174,,,,,,"Women's Going out Beach Vintage Sexy Sheath Dress,Floral Boat Neck Maxi Short Sleeves Polyester Summer High Rise Micro-elastic Medium  ","Style:, Vintage, Sexy,Occasion:, Beach,Neckline:, Boat Neck,Design:, Split, Backless, - ,Waistline:, High Rise,Dress Length:, Maxi",,,,,"
				Rs957
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05310267,,,,,,Women's Off The Shoulder Daily Sexy Winter ShirtPlaid V Neck Long Sleeve Blue / Red / White Cotton Medium  ,"Tops Type:, Shirt,Fabric:, Cotton",,,,,"
				Rs844
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05713629,,,,,,"Women's Beach Holiday Vintage Sexy Boho Sheath Dress,Floral Strap Asymmetrical Sleeveless Polyester Summer Fall High Rise Micro-elastic  ","Style:, Boho, Vintage, Sexy,Occasion:, Beach, Holiday,Neckline:, Strap,Design:, Backless, - , Criss-Cross,Waistline:, High Rise,Dress Length:, Asymmetrical,2018 Trends:, Floral Patterns",,,,,"
				Rs689
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05541141,,,,,,"Women's Daily Casual Shirt,Solid Round Neck Long Sleeves Polyester  ","Tops Type:, Shirt",,,,,"
				Rs563
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05786639,,,,,,"Women's Daily Going out Club Vintage Sexy Boho Sheath Dress,Floral Boat Neck Asymmetrical Polyester Spring Fall High Rise Micro-elastic  ","Style:, Boho, Vintage, Sexy,Occasion:, Club,Neckline:, Boat Neck,Design:, Backless, - ,Sleeve Type:, Flare Sleeve,Waistline:, High Rise,Dress Length:, Asymmetrical,2018 Trends:, Floral Patterns",,,,,"
				Rs563
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05163267,,,,,,Kigurumi Pajamas Unicorn Onesie Pajamas Costume Polar Fleece Purple Blue Pink Cosplay For Adults' Animal Sleepwear Cartoon Halloween  ,"Gender:, Adults',Material:, Polar Fleece,Types:, Kigurumi Pajamas",,,,,"
				Rs1,325
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201608/pfxvlr1470794809151.jpg
#06090244,,,,,,"Women's Daily Solid Round Neck Pullover, Long Sleeves Fall Cotton Mohair  ","Fabric:, Cotton, Mohair",,,,,"
				Rs957
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04960146,,,,,,Women's Daily Sexy Floral V Neck Rompers Sleeveless Cotton  ,"Style:, Sexy,Fabric:, Cotton,Design:, Jacquard,Jumpsuit Type:, Rompers",,,,,"
				Rs788
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05657066,,,,,,"Women's Daily Club Vintage Sexy Floral Boat Neck Rompers,Slim Short Sleeve Summer Fall Polyester  ","Style:, Vintage, Sexy,Occasion:, Club,Neckline:, Boat Neck,Design:, Backless,Waistline:, High Rise,Jumpsuit Type:, Rompers,Pants Type:, Slim",,,,,"
				Rs732
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05394870,,,,,,Women's Daily Casual Fur Coat  ,,,,,,"
				Rs2,341
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04405368,,,,,,"Women's Party Sophisticated Skater Dress,Solid Round Neck Above Knee Sleeveless Polyester Summer Mid Rise Inelastic Medium  ","Style:, Sophisticated,Occasion:, Party",,,,,"
				Rs732
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04819821,,,,,,"Women's Jewelry Tassel Fashion Sequins European Multi Layer Pendant Necklace Crystal Alloy Pendant Necklace , Party Daily Casual Beach  ",,,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li8.rightinthebox.com/images/384x384/201603/junqdd1457063076128.jpg
#05786749,,,,,,"Women's Going out Beach Holiday Cute Casual Street chic Loose Dress,Striped Boat Neck Maxi Polyester Summer High Rise Micro-elastic Thin  ","Style:, Street chic, Cute,Occasion:, Beach, Holiday,Neckline:, Boat Neck,Design:, Tassel,Waistline:, High Rise,Dress Length:, Maxi,Pattern:, Striped",,,,,"
				Rs1,126
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05426817,,,,,,"Women's Daily Casual Sexy Fall T-shirt,Solid Boat Neck Long Sleeves Cotton  ","Tops Type:, T-shirt,Neckline:, Boat Neck,Fabric:, Cotton",,,,,"
				Rs732
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05010219,,,,,,Women's Plus Size Micro-elastic Wide Leg Jeans Pants Solid Polyester Summer  ,"Pants Type:, Jeans, Wide Leg,Special Size:, Plus Size",,,,,"
				Rs957
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#00908995,,,,,,Women's Party Evening Casual Coats / Jackets Vintage Winter Spring Fall Long Sleeve Faux Fur  ,"Style:, Vintage",,,,,"
				Rs1,802
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01597447,,,,,,Women's Mid Rise Inelastic Jeans Pants Summer  ,"Pants Type:, Jeans",,,,,"
				Rs506
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#03419869,,,,,,Women's Off The Shoulder Sexy/Casual Micro-elastic Short Sleeve Bateau Bare Midriff Short T-shirt (Cotton/Spandex)  ,"Tops Type:, T-shirt,Neckline:, Boat Neck,Fabric:, Cotton",,,,,"
				Rs450
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05172750,,,,,,"Women's Plus Size Mid Rise Micro-elastic Jeans Pants, Street chic Solid Cotton Polyester Summer  ","Style:, Street chic,Fabric:, Cotton,Pants Type:, Jeans,Special Size:, Plus Size",,,,,"
				Rs619
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05224256,,,,,,"Women's Acrylic Rectangle,Party Casual Winter Fall Brown Pink Dark Gray Light gray Watermelon  ","Material Shown Color:, White, Black, Pink, Gray, Purple, Brown, Red,Scarf Type:, Rectangle",,,,,"
				Rs1,126
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05633489,,,,,,Women's N/A Straped One-piece Swimwear Black  ,"Neckline:, Straped,Swimwear Category:, One-piece",,,,,"
				Rs675
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://li6.rightinthebox.com/images/384x384/201703/aicjpg1490254194481.jpg
#05546045,,,,,,"Women's Party Formal Club Sexy Shirt,Striped Off Shoulder Long Sleeves Cotton  ","Style:, Sexy,Occasion:, Club, Party,Tops Type:, Shirt,Neckline:, Off Shoulder,Fabric:, Cotton,Design:, Ruffle,Pattern:, Striped",,,,,"
				Rs1,126
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05007016,,,,,,"Women's Daily Casual Tank Top,Leopard Strap Sleeveless Cotton Thin  ","Tops Type:, Tank Top,Neckline:, Strap,Fabric:, Cotton,Design:, Backless,Pattern:, Leopard",,,,,"
				Rs450
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05613849,,,,,,"Women's Holiday Going out Boho Loose Dress,Print Round Neck Mini 3/4 Length Sleeves Summer Medium Waist  ","Style:, Boho,Occasion:, Holiday,Sleeve Type:, Flare Sleeve,Dress Length:, Mini",,,,,"
				Rs788
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05354368,,,,,,"Women's Long Padded Coat,Casual Daily Solid-Cotton Cotton Long Sleeves Hooded  ","Fabric:, Cotton,Filling Material:, Cotton,Pattern:, Solid",,,,,"
				Rs1,689
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
